Price,Close,High,Low,Open,Volume
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
Datetime,,,,,
2025-01-08 10:30:00,23575.650390625,23614.099609375,23551.5,23607.44921875,0
2025-01-08 11:00:00,23580.75,23588.80078125,23535.349609375,23575.849609375,0
2025-01-08 11:30:00,23553.599609375,23603.69921875,23547.150390625,23581.349609375,0
2025-01-08 12:00:00,23533.0,23559.19921875,23524.19921875,23553.55078125,0
2025-01-08 12:30:00,23546.25,23556.599609375,23496.849609375,23532.5,0
2025-01-08 13:00:00,23566.5,23584.0,23522.05078125,23546.5,0
2025-01-08 13:30:00,23666.30078125,23672.25,23567.150390625,23567.150390625,0
2025-01-08 14:00:00,23660.400390625,23727.5,23638.650390625,23666.25,0
2025-01-08 14:30:00,23677.900390625,23718.650390625,23645.05078125,23661.19921875,0
2025-01-08 15:00:00,23675.19921875,23707.099609375,23655.25,23680.44921875,0
2025-01-09 09:30:00,23632.44921875,23636.80078125,23594.05078125,23613.69921875,0
2025-01-09 10:00:00,23630.19921875,23652.849609375,23597.19921875,23632.30078125,0
2025-01-09 10:30:00,23544.150390625,23638.44921875,23538.599609375,23630.94921875,0
2025-01-09 11:00:00,23560.099609375,23573.80078125,23540.05078125,23544.75,0
2025-01-09 11:30:00,23552.349609375,23573.0,23538.150390625,23560.150390625,0
2025-01-09 12:00:00,23551.099609375,23616.69921875,23543.55078125,23552.099609375,0
2025-01-09 12:30:00,23536.75,23567.650390625,23525.05078125,23550.849609375,0
2025-01-09 13:00:00,23536.5,23552.80078125,23530.30078125,23536.75,0
2025-01-09 13:30:00,23525.69921875,23546.099609375,23519.650390625,23536.55078125,0
2025-01-09 14:00:00,23531.0,23548.599609375,23517.150390625,23525.80078125,0
2025-01-09 14:30:00,23513.150390625,23536.900390625,23503.400390625,23531.19921875,0
2025-01-09 15:00:00,23557.19921875,23561.05078125,23512.0,23512.349609375,0
2025-01-10 09:30:00,23369.650390625,23524.75,23366.5,23518.650390625,0
2025-01-10 10:00:00,23406.150390625,23444.599609375,23344.75,23369.599609375,0
2025-01-10 10:30:00,23460.44921875,23475.05078125,23390.05078125,23404.900390625,0
2025-01-10 11:00:00,23554.94921875,23590.55078125,23461.099609375,23461.150390625,0
2025-01-10 11:30:00,23538.900390625,23596.349609375,23500.69921875,23554.80078125,0
2025-01-10 12:00:00,23510.44921875,23566.0,23477.75,23537.599609375,0
2025-01-10 12:30:00,23519.80078125,23542.900390625,23494.150390625,23510.30078125,0
2025-01-10 13:00:00,23489.69921875,23536.30078125,23487.44921875,23519.5,0
2025-01-10 13:30:00,23515.599609375,23528.5,23484.5,23488.650390625,0
2025-01-10 14:00:00,23433.650390625,23529.400390625,23400.55078125,23521.5,0
2025-01-10 14:30:00,23408.44921875,23446.099609375,23403.150390625,23433.349609375,0
2025-01-10 15:00:00,23437.349609375,23449.400390625,23396.849609375,23410.849609375,0
2025-01-13 09:30:00,23229.849609375,23270.05078125,23196.44921875,23256.599609375,0
2025-01-13 10:00:00,23318.94921875,23321.75,23206.349609375,23229.75,0
2025-01-13 10:30:00,23295.150390625,23340.849609375,23277.05078125,23319.349609375,0
2025-01-13 11:00:00,23240.69921875,23306.349609375,23235.650390625,23295.650390625,0
2025-01-13 11:30:00,23219.099609375,23263.0,23210.19921875,23240.55078125,0
2025-01-13 12:00:00,23224.69921875,23238.80078125,23190.44921875,23219.349609375,0
2025-01-13 12:30:00,23179.650390625,23234.69921875,23176.0,23224.80078125,0
2025-01-13 13:00:00,23180.5,23199.099609375,23164.25,23179.650390625,0
2025-01-13 13:30:00,23112.44921875,23186.150390625,23111.849609375,23181.30078125,0
2025-01-13 14:00:00,23109.400390625,23139.80078125,23101.900390625,23114.099609375,0
2025-01-13 14:30:00,23098.099609375,23122.80078125,23048.150390625,23110.400390625,0
2025-01-13 15:00:00,23091.0,23106.5,23063.25,23099.349609375,0
2025-01-14 09:30:00,23179.900390625,23206.69921875,23150.19921875,23192.5,0
2025-01-14 10:00:00,23156.44921875,23182.900390625,23134.55078125,23179.599609375,0
2025-01-14 10:30:00,23214.849609375,23216.44921875,23152.5,23157.5,0
2025-01-14 11:00:00,23229.55078125,23264.94921875,23213.849609375,23216.150390625,0
2025-01-14 11:30:00,23196.30078125,23232.099609375,23175.25,23230.099609375,0
2025-01-14 12:00:00,23172.400390625,23197.349609375,23155.099609375,23196.69921875,0
2025-01-14 12:30:00,23160.900390625,23199.30078125,23158.75,23172.25,0
2025-01-14 13:00:00,23167.80078125,23174.099609375,23144.099609375,23160.69921875,0
2025-01-14 13:30:00,23157.650390625,23169.5,23145.05078125,23167.19921875,0
2025-01-14 14:00:00,23183.099609375,23198.94921875,23148.5,23158.0,0
2025-01-14 14:30:00,23170.099609375,23187.80078125,23161.650390625,23183.80078125,0
2025-01-14 15:00:00,23206.849609375,23223.05078125,23151.900390625,23169.849609375,0
2025-01-15 09:30:00,23217.150390625,23224.150390625,23165.44921875,23206.75,0
2025-01-15 10:00:00,23234.349609375,23245.69921875,23192.099609375,23217.19921875,0
2025-01-15 10:30:00,23278.849609375,23293.400390625,23224.75,23233.69921875,0
2025-01-15 11:00:00,23248.19921875,23289.05078125,23236.25,23278.55078125,0
2025-01-15 11:30:00,23240.849609375,23248.94921875,23204.69921875,23247.30078125,0
2025-01-15 12:00:00,23222.099609375,23248.25,23198.0,23241.44921875,0
2025-01-15 12:30:00,23250.599609375,23266.349609375,23219.599609375,23222.900390625,0
2025-01-15 13:00:00,23173.75,23253.80078125,23169.69921875,23250.94921875,0
2025-01-15 13:30:00,23180.099609375,23188.25,23147.94921875,23173.650390625,0
2025-01-15 14:00:00,23162.900390625,23204.0,23162.900390625,23179.69921875,0
2025-01-15 14:30:00,23208.849609375,23219.400390625,23159.25,23163.099609375,0
2025-01-15 15:00:00,23228.55078125,23229.30078125,23190.849609375,23209.150390625,0
2025-01-16 09:30:00,23310.849609375,23358.349609375,23296.150390625,23348.400390625,0
2025-01-16 10:00:00,23306.25,23325.05078125,23292.650390625,23310.19921875,0
2025-01-16 10:30:00,23289.75,23317.849609375,23273.80078125,23306.5,0
2025-01-16 11:00:00,23287.400390625,23296.80078125,23282.400390625,23289.94921875,0
2025-01-16 11:30:00,23299.849609375,23308.80078125,23284.849609375,23288.900390625,0
2025-01-16 12:00:00,23299.44921875,23304.55078125,23290.30078125,23300.25,0
2025-01-16 12:30:00,23324.150390625,23328.80078125,23295.25,23298.30078125,0
2025-01-16 13:00:00,23321.900390625,23328.19921875,23303.900390625,23323.599609375,0
2025-01-16 13:30:00,23332.5,23340.900390625,23316.650390625,23321.75,0
2025-01-16 14:00:00,23298.55078125,23337.44921875,23292.900390625,23331.400390625,0
2025-01-16 14:30:00,23304.44921875,23307.650390625,23290.69921875,23298.25,0
2025-01-16 15:00:00,23350.80078125,23353.25,23298.099609375,23302.349609375,0
2025-01-17 09:30:00,23226.0,23249.19921875,23170.599609375,23221.099609375,0
2025-01-17 10:00:00,23263.650390625,23264.150390625,23197.5,23226.400390625,0
2025-01-17 10:30:00,23107.650390625,23269.25,23102.69921875,23264.05078125,0
2025-01-17 11:00:00,23151.599609375,23155.650390625,23100.75,23108.19921875,0
2025-01-17 11:30:00,23168.150390625,23177.900390625,23135.650390625,23151.150390625,0
2025-01-17 12:00:00,23211.099609375,23264.30078125,23164.900390625,23168.30078125,0
2025-01-17 12:30:00,23227.80078125,23246.099609375,23202.05078125,23211.650390625,0
2025-01-17 13:00:00,23181.75,23235.55078125,23168.650390625,23229.0,0
2025-01-17 13:30:00,23191.849609375,23205.900390625,23160.849609375,23182.400390625,0
2025-01-17 14:00:00,23212.599609375,23222.55078125,23172.80078125,23192.30078125,0
2025-01-17 14:30:00,23242.150390625,23245.05078125,23208.55078125,23212.75,0
2025-01-17 15:00:00,23203.099609375,23243.400390625,23191.900390625,23243.400390625,0
2025-01-20 09:30:00,23226.650390625,23236.099609375,23171.55078125,23208.900390625,0
2025-01-20 10:00:00,23250.44921875,23255.150390625,23206.05078125,23226.099609375,0
2025-01-20 10:30:00,23270.80078125,23274.650390625,23245.5,23250.05078125,0
2025-01-20 11:00:00,23330.94921875,23336.849609375,23257.599609375,23270.44921875,0
2025-01-20 11:30:00,23352.75,23376.400390625,23331.349609375,23331.349609375,0
2025-01-20 12:00:00,23339.25,23371.80078125,23333.599609375,23352.349609375,0
2025-01-20 12:30:00,23336.44921875,23362.849609375,23326.44921875,23339.30078125,0
2025-01-20 13:00:00,23342.05078125,23390.94921875,23326.30078125,23336.55078125,0
2025-01-20 13:30:00,23338.25,23354.099609375,23333.44921875,23342.05078125,0
2025-01-20 14:00:00,23335.30078125,23366.25,23328.25,23339.55078125,0
2025-01-20 14:30:00,23356.900390625,23365.55078125,23327.650390625,23337.400390625,0
2025-01-20 15:00:00,23337.05078125,23362.349609375,23329.400390625,23356.69921875,0
2025-01-21 09:30:00,23301.80078125,23419.30078125,23282.599609375,23413.80078125,0
2025-01-21 10:00:00,23141.150390625,23303.69921875,23129.0,23299.150390625,0
2025-01-21 10:30:00,23172.80078125,23217.69921875,23134.0,23141.5,0
2025-01-21 11:00:00,23145.05078125,23188.05078125,23138.94921875,23170.44921875,0
2025-01-21 11:30:00,23382.099609375,23421.25,23143.55078125,23144.349609375,0
2025-01-21 12:00:00,23137.30078125,23392.650390625,23111.44921875,23381.80078125,0
2025-01-21 12:30:00,23239.44921875,23271.0,23117.05078125,23138.55078125,0
2025-01-21 13:00:00,23274.55078125,23294.80078125,23120.150390625,23239.94921875,0
2025-01-21 13:30:00,23215.75,23296.55078125,23174.19921875,23273.55078125,0
2025-01-21 14:00:00,23165.19921875,23243.150390625,23131.5,23216.849609375,0
2025-01-21 14:30:00,23023.05078125,23180.19921875,22977.19921875,23165.55078125,0
2025-01-21 15:00:00,23052.599609375,23057.44921875,22999.150390625,23021.19921875,0
2025-01-22 09:30:00,23103.25,23125.75,23051.099609375,23083.0,0
2025-01-22 10:00:00,23105.25,23117.5,23073.75,23102.05078125,0
2025-01-22 10:30:00,23095.5,23144.0,23073.5,23104.94921875,0
2025-01-22 11:00:00,23067.44921875,23103.900390625,23050.80078125,23095.099609375,0
2025-01-22 11:30:00,23035.30078125,23079.400390625,23030.44921875,23066.900390625,0
2025-01-22 12:00:00,23013.400390625,23050.849609375,22990.19921875,23034.55078125,0
2025-01-22 12:30:00,23017.94921875,23047.349609375,23007.150390625,23013.0,0
2025-01-22 13:00:00,23005.30078125,23045.19921875,22995.44921875,23019.150390625,0
2025-01-22 13:30:00,23016.5,23030.05078125,22981.44921875,23005.75,0
2025-01-22 14:00:00,23118.900390625,23126.30078125,22993.30078125,23016.30078125,0
2025-01-22 14:30:00,23159.400390625,23160.5,23087.5,23118.349609375,0
2025-01-22 15:00:00,23161.75,23169.349609375,23138.150390625,23159.19921875,0
2025-01-23 09:30:00,23202.69921875,23220.150390625,23103.0,23107.150390625,0
2025-01-23 10:00:00,23240.0,23240.94921875,23188.349609375,23203.30078125,0
2025-01-23 10:30:00,23211.099609375,23245.900390625,23202.5,23240.400390625,0
2025-01-23 11:00:00,23225.900390625,23232.55078125,23205.349609375,23211.900390625,0
2025-01-23 11:30:00,23217.400390625,23238.599609375,23201.05078125,23225.19921875,0
2025-01-23 12:00:00,23252.349609375,23259.94921875,23212.25,23217.599609375,0
2025-01-23 12:30:00,23245.55078125,23269.19921875,23232.099609375,23252.05078125,0
2025-01-23 13:00:00,23243.80078125,23251.099609375,23236.30078125,23245.599609375,0
2025-01-23 13:30:00,23251.55078125,23256.650390625,23229.900390625,23242.30078125,0
2025-01-23 14:00:00,23224.900390625,23254.55078125,23215.400390625,23250.900390625,0
2025-01-23 14:30:00,23213.349609375,23243.900390625,23201.0,23224.75,0
2025-01-23 15:00:00,23217.849609375,23220.650390625,23191.69921875,23213.849609375,0
2025-01-24 09:30:00,23145.849609375,23247.900390625,23144.349609375,23235.25,0
2025-01-24 10:00:00,23183.05078125,23210.80078125,23103.5,23144.25,0
2025-01-24 10:30:00,23221.19921875,23227.099609375,23170.0,23182.0,0
2025-01-24 11:00:00,23278.55078125,23289.19921875,23214.900390625,23220.400390625,0
2025-01-24 11:30:00,23323.75,23347.099609375,23269.349609375,23278.05078125,0
2025-01-24 12:00:00,23295.5,23331.30078125,23288.75,23323.349609375,0
2025-01-24 12:30:00,23219.650390625,23296.900390625,23195.80078125,23294.150390625,0
2025-01-24 13:00:00,23193.900390625,23228.099609375,23164.849609375,23218.30078125,0
2025-01-24 13:30:00,23175.25,23198.05078125,23141.69921875,23194.849609375,0
2025-01-24 14:00:00,23138.849609375,23213.75,23120.80078125,23172.80078125,0
2025-01-24 14:30:00,23078.5,23168.599609375,23050.94921875,23139.599609375,0
2025-01-24 15:00:00,23090.349609375,23105.55078125,23066.80078125,23079.349609375,0
2025-01-27 09:30:00,22967.25,23007.05078125,22948.099609375,22967.55078125,0
2025-01-27 10:00:00,22854.30078125,22999.150390625,22854.30078125,22967.25,0
2025-01-27 10:30:00,22846.55078125,22886.650390625,22827.19921875,22854.5,0
2025-01-27 11:00:00,22894.5,22903.5,22840.94921875,22847.25,0
2025-01-27 11:30:00,22906.5,22912.900390625,22856.25,22895.25,0
2025-01-27 12:00:00,22936.25,22943.69921875,22867.0,22907.44921875,0
2025-01-27 12:30:00,22862.75,22938.94921875,22840.55078125,22935.849609375,0
2025-01-27 13:00:00,22846.44921875,22892.349609375,22840.69921875,22862.80078125,0
2025-01-27 13:30:00,22860.349609375,22878.599609375,22827.94921875,22845.75,0
2025-01-27 14:00:00,22834.05078125,22861.099609375,22822.44921875,22860.349609375,0
2025-01-27 14:30:00,22825.55078125,22834.599609375,22790.30078125,22834.099609375,0
2025-01-27 15:00:00,22816.849609375,22843.30078125,22814.349609375,22826.150390625,0
2025-01-28 09:30:00,22892.0,22918.400390625,22860.30078125,22908.80078125,0
2025-01-28 10:00:00,22906.69921875,22930.349609375,22858.650390625,22894.400390625,0
2025-01-28 10:30:00,22897.5,22918.849609375,22873.44921875,22906.5,0
2025-01-28 11:00:00,22971.19921875,22985.94921875,22892.94921875,22897.150390625,0
2025-01-28 11:30:00,22995.150390625,23033.30078125,22957.849609375,22971.150390625,0
2025-01-28 12:00:00,23008.69921875,23049.0,22988.400390625,22994.900390625,0
2025-01-28 12:30:00,23045.0,23053.25,22999.099609375,23007.55078125,0
2025-01-28 13:00:00,23026.150390625,23073.75,23026.150390625,23044.75,0
2025-01-28 13:30:00,23057.650390625,23065.0,23021.75,23026.650390625,0
2025-01-28 14:00:00,23116.5,23123.150390625,23043.19921875,23057.349609375,0
2025-01-28 14:30:00,22987.599609375,23137.44921875,22956.94921875,23116.0,0
2025-01-28 15:00:00,22976.30078125,22990.75,22909.25,22989.75,0
2025-01-29 09:30:00,23056.69921875,23069.75,22978.150390625,22988.0,0
2025-01-29 10:00:00,23095.25,23105.650390625,23047.30078125,23056.44921875,0
2025-01-29 10:30:00,23122.849609375,23125.5,23068.25,23094.55078125,0
2025-01-29 11:00:00,23066.44921875,23123.94921875,22984.150390625,23122.75,0
2025-01-29 11:30:00,23112.69921875,23128.150390625,23066.80078125,23066.80078125,0
2025-01-29 12:00:00,23135.900390625,23168.05078125,23098.05078125,23111.5,0
2025-01-29 12:30:00,23122.349609375,23149.900390625,23112.650390625,23135.55078125,0
2025-01-29 13:00:00,23162.94921875,23166.849609375,23086.55078125,23122.400390625,0
2025-01-29 13:30:00,23158.30078125,23169.599609375,23136.75,23163.150390625,0
2025-01-29 14:00:00,23142.69921875,23181.0,23126.30078125,23158.099609375,0
2025-01-29 14:30:00,23138.80078125,23149.650390625,23115.099609375,23142.69921875,0
2025-01-29 15:00:00,23176.19921875,23182.69921875,23132.150390625,23140.650390625,0
2025-01-30 09:30:00,23230.5,23233.94921875,23166.25,23169.0,0
2025-01-30 10:00:00,23300.5,23305.5,23227.25,23230.650390625,0
2025-01-30 10:30:00,23246.849609375,23310.849609375,23235.900390625,23302.44921875,0
2025-01-30 11:00:00,23265.94921875,23301.0,23224.0,23247.349609375,0
2025-01-30 11:30:00,23266.94921875,23287.650390625,23228.05078125,23267.55078125,0
2025-01-30 12:00:00,23273.150390625,23288.55078125,23229.69921875,23268.05078125,0
2025-01-30 12:30:00,23261.849609375,23289.900390625,23249.599609375,23273.900390625,0
2025-01-30 13:00:00,23223.599609375,23279.75,23219.599609375,23262.05078125,0
2025-01-30 13:30:00,23191.69921875,23239.400390625,23173.75,23223.900390625,0
2025-01-30 14:00:00,23164.849609375,23199.900390625,23141.900390625,23190.349609375,0
2025-01-30 14:30:00,23192.150390625,23205.69921875,23139.94921875,23163.599609375,0
2025-01-30 15:00:00,23297.94921875,23318.75,23182.900390625,23192.349609375,0
